,s-5,s-4,s-3,s-2,s-1,a,r
2660,39,5,39,39,0,39.0,0.0
2661,5,39,39,0,39,39.0,-1.0
2662,39,39,0,39,39,0.0,-1.0
2663,39,0,39,39,0,39.0,1.0
2664,0,39,39,0,39,39.0,1.0
2665,39,39,0,39,39,0.0,-1.0
2666,39,0,39,39,0,39.0,1.0
2667,0,39,39,0,39,39.0,1.0
2668,39,39,0,39,39,0.0,-1.0
2669,39,0,39,39,0,39.0,1.0
2670,0,39,39,0,39,39.0,1.0
2671,39,39,0,39,39,0.0,-1.0
2672,39,0,39,39,0,39.0,1.0
2673,0,39,39,0,39,39.0,0.0
2674,39,39,0,39,39,0.0,-1.0
2675,39,0,39,39,0,39.0,1.0
2676,0,39,39,0,39,39.0,1.0
2677,39,39,0,39,39,0.0,0.0
2678,39,0,39,39,0,39.0,1.0
2679,0,39,39,0,39,5.0,-1.0
2680,39,39,0,39,5,39.0,0.0
2681,39,0,39,5,39,39.0,-1.0
2682,0,39,5,39,39,0.0,-1.0
2683,39,5,39,39,0,36.0,-1.0
2684,5,39,39,0,36,39.0,1.0
2685,39,39,0,36,39,0.0,-1.0
2686,39,0,36,39,0,39.0,0.0
2687,0,36,39,0,39,39.0,0.0
2688,36,39,0,39,39,31.0,0.0
2689,39,0,39,39,31,39.0,1.0
2690,0,39,39,31,39,30.0,-1.0
2691,39,39,31,39,30,39.0,1.0
2692,39,31,39,30,39,39.0,-1.0
2693,31,39,30,39,39,39.0,1.0
2694,39,30,39,39,39,39.0,0.0
2695,30,39,39,39,39,39.0,-1.0
2696,39,39,39,39,39,39.0,0.0
2697,39,39,39,39,39,4.0,1.0
2698,39,39,39,39,4,39.0,-1.0
2699,39,39,39,4,39,39.0,-1.0
2700,39,39,4,39,39,0.0,-1.0
2701,39,4,39,39,0,39.0,1.0
2702,4,39,39,0,39,39.0,-1.0
2703,39,39,0,39,39,0.0,-1.0
2704,39,0,39,39,0,39.0,0.0
2705,0,39,39,0,39,39.0,1.0
2706,39,39,0,39,39,0.0,-1.0
2707,39,0,39,39,0,39.0,1.0
2708,0,39,39,0,39,38.0,1.0
2709,39,39,0,39,38,0.0,-1.0
2710,39,0,39,38,0,39.0,-1.0
2711,0,39,38,0,39,39.0,0.0
2712,39,38,0,39,39,0.0,-1.0
2713,38,0,39,39,0,39.0,1.0
2714,0,39,39,0,39,39.0,1.0
2715,39,39,0,39,39,0.0,-1.0
2716,39,0,39,39,0,33.0,1.0
2717,0,39,39,0,33,35.0,1.0
2718,39,39,0,33,35,0.0,0.0
2719,39,0,33,35,0,39.0,0.0
2720,0,33,35,0,39,39.0,-1.0
2721,33,35,0,39,39,0.0,-1.0
2722,35,0,39,39,0,39.0,-1.0
2723,0,39,39,0,39,28.0,1.0
2724,39,39,0,39,28,0.0,-1.0
2725,39,0,39,28,0,39.0,-1.0
2726,0,39,28,0,39,39.0,1.0
2727,39,28,0,39,39,0.0,-1.0
2728,28,0,39,39,0,39.0,-1.0
2729,0,39,39,0,39,14.0,0.0
2730,39,39,0,39,14,1.0,0.0
2731,39,0,39,14,1,39.0,0.0
2732,0,39,14,1,39,39.0,1.0
2733,39,14,1,39,39,0.0,0.0
2734,14,1,39,39,0,8.0,1.0
2735,1,39,39,0,8,39.0,1.0
2736,39,39,0,8,39,0.0,0.0
2737,39,0,8,39,0,39.0,1.0
2738,0,8,39,0,39,39.0,1.0
2739,8,39,0,39,39,39.0,1.0
2740,39,0,39,39,39,2.0,0.0
2741,0,39,39,39,2,0.0,-1.0
2742,39,39,39,2,0,39.0,1.0
2743,39,39,2,0,39,33.0,1.0
2744,39,2,0,39,33,0.0,0.0
2745,2,0,39,33,0,39.0,1.0
2746,0,39,33,0,39,9.0,0.0
2747,39,33,0,39,9,39.0,1.0
2748,33,0,39,9,39,39.0,-1.0
2749,0,39,9,39,39,39.0,0.0
2750,39,9,39,39,39,39.0,1.0
2751,9,39,39,39,39,39.0,1.0
2752,39,39,39,39,39,8.0,-1.0
2753,39,39,39,39,8,39.0,-1.0
2754,39,39,39,8,39,39.0,1.0
2755,39,39,8,39,39,39.0,1.0
2756,39,8,39,39,39,39.0,1.0
2757,8,39,39,39,39,39.0,-1.0
2758,39,39,39,39,39,39.0,-1.0
2759,39,39,39,39,39,39.0,0.0
2760,39,39,39,39,39,39.0,0.0
2761,39,39,39,39,39,39.0,-1.0
2762,39,39,39,39,39,37.0,0.0
2763,39,39,39,39,37,7.0,0.0
2764,39,39,39,37,7,24.0,-1.0
2765,39,39,37,7,24,39.0,-1.0
2766,39,37,7,24,39,39.0,0.0
2767,37,7,24,39,39,39.0,1.0
2768,7,24,39,39,39,39.0,1.0
2769,24,39,39,39,39,39.0,0.0
2770,39,39,39,39,39,39.0,0.0
2771,39,39,39,39,39,39.0,-1.0
2772,39,39,39,39,39,39.0,0.0
2773,39,39,39,39,39,11.0,-1.0
2774,39,39,39,39,11,39.0,0.0
2775,39,39,39,11,39,39.0,-1.0
2776,39,39,11,39,39,37.0,0.0
2777,39,11,39,39,37,39.0,1.0
2778,11,39,39,37,39,36.0,1.0
2779,39,39,37,39,36,39.0,0.0
2780,39,37,39,36,39,30.0,-1.0
2781,37,39,36,39,30,39.0,0.0
2782,39,36,39,30,39,7.0,-1.0
2783,36,39,30,39,7,39.0,1.0
2784,39,30,39,7,39,0.0,-1.0
2785,30,39,7,39,0,39.0,1.0
2786,39,7,39,0,39,39.0,1.0
2787,7,39,0,39,39,39.0,0.0
2788,39,0,39,39,39,39.0,0.0
2789,0,39,39,39,39,39.0,1.0
2790,39,39,39,39,39,39.0,0.0
2791,39,39,39,39,39,39.0,0.0
2792,39,39,39,39,39,30.0,-1.0
2793,39,39,39,39,30,39.0,1.0
2794,39,39,39,30,39,39.0,-1.0
2795,39,39,30,39,39,39.0,0.0
2796,39,30,39,39,39,39.0,1.0
2797,30,39,39,39,39,39.0,-1.0
2798,39,39,39,39,39,39.0,-1.0
2799,39,39,39,39,39,39.0,-1.0
2800,39,39,39,39,39,39.0,-1.0
2801,39,39,39,39,39,39.0,-1.0
2802,39,39,39,39,39,21.0,1.0
2803,39,39,39,39,21,39.0,1.0
2804,39,39,39,21,39,39.0,-1.0
2805,39,39,21,39,39,39.0,1.0
2806,39,21,39,39,39,39.0,0.0
2807,21,39,39,39,39,39.0,-1.0
2808,39,39,39,39,39,4.0,1.0
2809,39,39,39,39,4,39.0,1.0
2810,39,39,39,4,39,0.0,-1.0
2811,39,39,4,39,0,39.0,1.0
2812,39,4,39,0,39,39.0,0.0
2813,4,39,0,39,39,39.0,0.0
2814,39,0,39,39,39,39.0,-1.0
2815,0,39,39,39,39,39.0,-1.0
2816,39,39,39,39,39,39.0,-1.0
2817,39,39,39,39,39,8.0,0.0
2818,39,39,39,39,8,39.0,0.0
2819,39,39,39,8,39,39.0,-1.0
2820,39,39,8,39,39,39.0,-1.0
2821,39,8,39,39,39,39.0,-1.0
2822,8,39,39,39,39,39.0,-1.0
2823,39,39,39,39,39,0.0,-1.0
2824,39,39,39,39,0,39.0,1.0
2825,39,39,39,0,39,0.0,-1.0
2826,39,39,0,39,0,34.0,1.0
2827,39,0,39,0,34,39.0,1.0
2828,0,39,0,34,39,39.0,1.0
2829,39,0,34,39,39,24.0,0.0
2830,0,34,39,39,24,39.0,-1.0
2831,34,39,39,24,39,39.0,1.0
2832,39,39,24,39,39,39.0,1.0
2833,39,24,39,39,39,39.0,1.0
2834,24,39,39,39,39,39.0,0.0
2835,39,39,39,39,39,0.0,-1.0
2836,39,39,39,39,0,39.0,1.0
2837,39,39,39,0,39,39.0,1.0
2838,39,39,0,39,39,39.0,-1.0
2839,39,0,39,39,39,39.0,0.0
2840,0,39,39,39,39,24.0,-1.0
2841,39,39,39,39,24,39.0,0.0
2842,39,39,39,24,39,39.0,0.0
2843,39,39,24,39,39,39.0,1.0
2844,39,24,39,39,39,39.0,-1.0
2845,24,39,39,39,39,39.0,0.0
2846,39,39,39,39,39,39.0,-1.0
2847,39,39,39,39,39,24.0,0.0
2848,39,39,39,39,24,39.0,1.0
2849,39,39,39,24,39,39.0,1.0
2850,39,39,24,39,39,39.0,0.0
2851,39,24,39,39,39,39.0,1.0
2852,24,39,39,39,39,0.0,-1.0
2853,39,39,39,39,0,39.0,0.0
2854,39,39,39,0,39,39.0,1.0
2855,39,39,0,39,39,39.0,-1.0
2856,39,0,39,39,39,39.0,0.0
2857,0,39,39,39,39,0.0,-1.0
2858,39,39,39,39,0,39.0,1.0
2859,39,39,39,0,39,39.0,1.0
2860,39,39,0,39,39,39.0,1.0
2861,39,0,39,39,39,39.0,-1.0
2862,0,39,39,39,39,39.0,-1.0
2863,39,39,39,39,39,9.0,1.0
2864,39,39,39,39,9,39.0,1.0
2865,39,39,39,9,39,0.0,-1.0
2866,39,39,9,39,0,39.0,1.0
2867,39,9,39,0,39,39.0,1.0
2868,9,39,0,39,39,27.0,1.0
2869,39,0,39,39,27,39.0,-1.0
2870,0,39,39,27,39,0.0,-1.0
2871,39,39,27,39,0,39.0,1.0
2872,39,27,39,0,39,39.0,-1.0
2873,27,39,0,39,39,39.0,1.0
2874,39,0,39,39,39,5.0,1.0
2875,0,39,39,39,5,39.0,1.0
2876,39,39,39,5,39,39.0,1.0
2877,39,39,5,39,39,39.0,0.0
2878,39,5,39,39,39,39.0,-1.0
2879,5,39,39,39,39,39.0,-1.0
2880,39,39,39,39,39,0.0,-1.0
2881,39,39,39,39,0,39.0,0.0
2882,39,39,39,0,39,39.0,0.0
2883,39,39,0,39,39,39.0,0.0
2884,39,0,39,39,39,0.0,0.0
2885,0,39,39,39,0,39.0,1.0
2886,39,39,39,0,39,39.0,0.0
2887,39,39,0,39,39,39.0,1.0
2888,39,0,39,39,39,0.0,-1.0
2889,0,39,39,39,0,39.0,-1.0
2890,39,39,39,0,39,39.0,1.0
2891,39,39,0,39,39,39.0,1.0
2892,39,0,39,39,39,39.0,0.0
2893,0,39,39,39,39,0.0,0.0
2894,39,39,39,39,0,2.0,-1.0
2895,39,39,39,0,2,23.0,-1.0
2896,39,39,0,2,23,39.0,1.0
2897,39,0,2,23,39,38.0,1.0
2898,0,2,23,39,38,39.0,1.0
2899,2,23,39,38,39,0.0,-1.0
2900,23,39,38,39,0,39.0,0.0
2901,39,38,39,0,39,39.0,1.0
2902,38,39,0,39,39,39.0,-1.0
2903,39,0,39,39,39,0.0,-1.0
2904,0,39,39,39,0,39.0,1.0
2905,39,39,39,0,39,21.0,1.0
2906,39,39,0,39,21,39.0,1.0
2907,39,0,39,21,39,0.0,-1.0
2908,0,39,21,39,0,39.0,-1.0
2909,39,21,39,0,39,39.0,0.0
2910,21,39,0,39,39,11.0,1.0
2911,39,0,39,39,11,39.0,0.0
2912,0,39,39,11,39,39.0,1.0
2913,39,39,11,39,39,39.0,0.0
2914,39,11,39,39,39,39.0,1.0
2915,11,39,39,39,39,39.0,-1.0
2916,39,39,39,39,39,39.0,-1.0
2917,39,39,39,39,39,20.0,0.0
2918,39,39,39,39,20,39.0,1.0
2919,39,39,39,20,39,12.0,1.0
2920,39,39,20,39,12,39.0,0.0
2921,39,20,39,12,39,23.0,1.0
2922,20,39,12,39,23,39.0,0.0
2923,39,12,39,23,39,39.0,1.0
2924,12,39,23,39,39,39.0,1.0
2925,39,23,39,39,39,39.0,-1.0
2926,23,39,39,39,39,39.0,1.0
2927,39,39,39,39,39,39.0,-1.0
2928,39,39,39,39,39,39.0,1.0
2929,39,39,39,39,39,39.0,-1.0
2930,39,39,39,39,39,18.0,0.0
2931,39,39,39,39,18,39.0,0.0
2932,39,39,39,18,39,39.0,1.0
2933,39,39,18,39,39,39.0,1.0
2934,39,18,39,39,39,39.0,0.0
2935,18,39,39,39,39,39.0,-1.0
2936,39,39,39,39,39,39.0,0.0
2937,39,39,39,39,39,39.0,-1.0
2938,39,39,39,39,39,39.0,0.0
2939,39,39,39,39,39,39.0,1.0
2940,39,39,39,39,39,39.0,0.0
2941,39,39,39,39,39,39.0,0.0
2942,39,39,39,39,39,39.0,-1.0
2943,39,39,39,39,39,2.0,1.0
2944,39,39,39,39,2,39.0,1.0
2945,39,39,39,2,39,6.0,0.0
2946,39,39,2,39,6,39.0,1.0
2947,39,2,39,6,39,39.0,1.0
2948,2,39,6,39,39,39.0,1.0
2949,39,6,39,39,39,36.0,0.0
2950,6,39,39,39,36,24.0,-1.0
2951,39,39,39,36,24,39.0,1.0
2952,39,39,36,24,39,39.0,0.0
2953,39,36,24,39,39,39.0,1.0
2954,36,24,39,39,39,0.0,-1.0
2955,24,39,39,39,0,39.0,0.0
2956,39,39,39,0,39,39.0,1.0
2957,39,39,0,39,39,39.0,1.0
2958,39,0,39,39,39,39.0,0.0
2959,0,39,39,39,39,39.0,0.0
2960,39,39,39,39,39,11.0,-1.0
2961,39,39,39,39,11,39.0,1.0
2962,39,39,39,11,39,39.0,-1.0
2963,39,39,11,39,39,39.0,0.0
2964,39,11,39,39,39,0.0,0.0
2965,11,39,39,39,0,30.0,-1.0
2966,39,39,39,0,30,27.0,0.0
2967,39,39,0,30,27,39.0,1.0
2968,39,0,30,27,39,39.0,1.0
2969,0,30,27,39,39,39.0,1.0
2970,30,27,39,39,39,0.0,1.0
2971,27,39,39,39,0,39.0,0.0
2972,39,39,39,0,39,11.0,1.0
2973,39,39,0,39,11,22.0,-1.0
2974,39,0,39,11,22,39.0,1.0
2975,0,39,11,22,39,39.0,1.0
2976,39,11,22,39,39,13.0,0.0
2977,11,22,39,39,13,39.0,1.0
2978,22,39,39,13,39,35.0,-1.0
2979,39,39,13,39,35,39.0,1.0
2980,39,13,39,35,39,39.0,1.0
2981,13,39,35,39,39,39.0,-1.0
2982,39,35,39,39,39,39.0,-1.0
2983,35,39,39,39,39,39.0,0.0
2984,39,39,39,39,39,39.0,-1.0
2985,39,39,39,39,39,0.0,-1.0
2986,39,39,39,39,0,9.0,1.0
2987,39,39,39,0,9,39.0,1.0
2988,39,39,0,9,39,39.0,1.0
2989,39,0,9,39,39,39.0,-1.0
2990,0,9,39,39,39,39.0,1.0
2991,9,39,39,39,39,39.0,0.0
2992,39,39,39,39,39,39.0,-1.0
2993,39,39,39,39,39,39.0,0.0
2994,39,39,39,39,39,39.0,1.0
2995,39,39,39,39,39,0.0,-1.0
2996,39,39,39,39,0,39.0,0.0
2997,39,39,39,0,39,39.0,-1.0
2998,39,39,0,39,39,39.0,-1.0
2999,39,0,39,39,39,39.0,0.0
3000,model: DQN,episode: 3000,T: 5,Num of Category: 40,M(Batch): 5,,
